107 1 CreationTimestamp 1630519926
101 0.0 Job Machine
103 0.0 NextClusterNum 4
101 01.-1 Job Machine
103 01.-1 RemoteSysCpu 0.0
103 01.-1 JOB_GLIDEIN_Site "$$(GLIDEIN_Site:Unknown)"
103 01.-1 JOB_Site "$$(GLIDEIN_Site:Unknown)"
103 01.-1 NumCkpts_RAW 0
103 01.-1 RemoteWallClockTime 0.0
103 01.-1 ImageSize_RAW 2
103 01.-1 NumRestarts 0
103 01.-1 NumSystemHolds 0
103 01.-1 DESIRED_Sites "T3_US_ANL"
103 01.-1 NumJobStarts 0
103 01.-1 CMS_ALLOW_OVERFLOW "False"
103 01.-1 NumCkpts 0
103 01.-1 use_x509userproxy true
103 01.-1 ClusterId 1
103 01.-1 CumulativeRemoteUserCpu 0.0
103 01.-1 Iwd "/home/cmsdataops/macosta"
103 01.-1 MinHosts 1
103 01.-1 RequestDisk 1000000
103 01.-1 JOB_GLIDEIN_SiteWMS_Slot "$$(GLIDEIN_SiteWMS_Slot:Unknown)"
103 01.-1 WantRemoteIO true
103 01.-1 ExitBySignal false
103 01.-1 JobUniverse 5
103 01.-1 JobAdInformationAttrs "JOB_Site JOB_GLIDEIN_Entry_Name JOB_GLIDEIN_Name JOB_GLIDEIN_Factory JOB_GLIDEIN_Schedd JOB_GLIDEIN_ClusterId JOB_GLIDEIN_ProcId JOB_GLIDEIN_Site JOB_GLIDEIN_SiteWMS JOB_GLIDEIN_SiteWMS_Slot JOB_GLIDEIN_SiteWMS_JobId JOB_GLIDEIN_SiteWMS_Queue RemoveReason"
103 01.-1 EncryptExecuteDirectory false
103 01.-1 CommittedSuspensionTime 0
103 01.-1 StreamErr false
103 01.-1 ExecutableSize 2
103 01.-1 RemoteUserCpu 0.0
103 01.-1 TransferInput "ThetaGen.sh,step1_gen.py"
103 01.-1 JOB_GLIDEIN_ToDie "$$(GLIDEIN_ToDie:Unknown)"
103 01.-1 x509UserProxyFQAN "/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=macostaf/CN=823429/CN=Maria Acosta Flechas,/cms/Role=NULL/Capability=NULL"
103 01.-1 JOB_GLIDEIN_ToRetire "$$(GLIDEIN_ToRetire:Unknown)"
103 01.-1 TargetType "Machine"
103 01.-1 NumJobCompletions 0
103 01.-1 WhenToTransferOutput "ON_EXIT_OR_EVICT"
103 01.-1 CompletionDate 0
103 01.-1 RequestMemory_RAW 2048
103 01.-1 RootDir "/"
103 01.-1 JobPrio 9000000
103 01.-1 CurrentHosts 0
103 01.-1 JOB_GLIDEIN_Entry_Name "$$(GLIDEIN_Entry_Name:Unknown)"
103 01.-1 CondorPlatform "$CondorPlatform: x86_64_CentOS7 $"
103 01.-1 TransferInputSizeMB 0
103 01.-1 JOB_GLIDEIN_Schedd "$$(GLIDEIN_Schedd:Unknown)"
103 01.-1 JOB_GLIDEIN_MaxMemMBs "$$(GLIDEIN_MaxMemMBs:Unknown)"
103 01.-1 PeriodicHold false
103 01.-1 Arguments ""
103 01.-1 CondorVersion "$CondorVersion: 9.1.1 Jun 03 2021 BuildID: 542947 PackageID: 9.1.1-0.542947 PRE-RELEASE-UWCS $"
103 01.-1 JOB_GLIDEIN_Name "$$(GLIDEIN_Name:Unknown)"
103 01.-1 x509userproxy "/home/cmsdataops/macosta/x509"
103 01.-1 CommittedTime 0
103 01.-1 PostJobPrio2  -quantize(QDate,{ 3600 })
103 01.-1 WantRemoteSyscalls false
103 01.-1 CommittedSlotTime 0
103 01.-1 JOB_GLIDEIN_SEs "$$(GLIDEIN_SEs:Unknown)"
103 01.-1 TotalSuspensions 0
103 01.-1 RequestMemory 2250
103 01.-1 MaxHosts 1
103 01.-1 ImageSize 2
103 01.-1 x509UserProxyVOName "cms"
103 01.-1 ExecutableSize_RAW 2
103 01.-1 LastSuspensionTime 0
103 01.-1 Environment ""
103 01.-1 JOB_GLIDEIN_ProcId "$$(GLIDEIN_ProcId:Unknown)"
103 01.-1 TransferIn false
103 01.-1 DiskUsage 15
103 01.-1 In "/dev/null"
103 01.-1 JOB_GLIDEIN_CMSSite "$$(GLIDEIN_CMSSite:Unknown)"
103 01.-1 Out "out/out.1.0"
103 01.-1 MyType "Job"
103 01.-1 CumulativeSuspensionTime 0
103 01.-1 Rank 0.0
103 01.-1 DiskUsage_RAW 13
103 01.-1 JOB_GLIDEIN_SiteWMS_Queue "$$(GLIDEIN_SiteWMS_Queue:Unknown)"
103 01.-1 WantIOProxy true
103 01.-1 Owner "cmsdataops"
103 01.-1 JobNotification 0
103 01.-1 JOB_GLIDECLIENT_Name "$$(GLIDECLIENT_Name:Unknown)"
103 01.-1 User "cmsdataops@fnal.gov"
103 01.-1 Err "err/err.1.0"
103 01.-1 PeriodicRemove false
103 01.-1 Requirements (TARGET.Arch == "X86_64") && (TARGET.OpSys == "LINUX") && (TARGET.Disk >= RequestDisk) && (TARGET.Memory >= RequestMemory) && (TARGET.HasFileTransfer)
103 01.-1 JOB_GLIDEIN_SiteWMS_JobId "$$(GLIDEIN_SiteWMS_JobId:Unknown)"
103 01.-1 TotalSubmitProcs 25
103 01.-1 CumulativeRemoteSysCpu 0.0
103 01.-1 x509userproxysubject "/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=macostaf/CN=823429/CN=Maria Acosta Flechas"
103 01.-1 StreamOut false
103 01.-1 JOB_GLIDEIN_Memory "$$(Memory:Unknown)"
103 01.-1 EnteredCurrentStatus 1625798028
103 01.-1 QDate 1625798028
103 01.-1 JobLeaseDuration 2400
103 01.-1 OnExitRemove true
103 01.-1 RequestCpus 1
103 01.-1 x509UserProxyExpiration 1626228811
103 01.-1 CumulativeSlotTime 0
103 01.-1 CoreSize 0
103 01.-1 OnExitHold false
103 01.-1 JOB_GLIDEIN_Max_Walltime "$$(GLIDEIN_Max_Walltime:Unknown)"
103 01.-1 PeriodicRelease false
103 01.-1 x509UserProxyEmail "maria.acosta.flechas@cern.ch"
103 01.-1 ExitStatus 0
103 01.-1 ShouldTransferFiles "YES"
103 01.-1 JOB_GLIDEIN_ClusterId "$$(GLIDEIN_ClusterId:Unknown)"
103 01.-1 UserLog "/home/cmsdataops/macosta/condor_log/log.1.0"
103 01.-1 x509UserProxyFirstFQAN "/cms/Role=NULL/Capability=NULL"
103 01.-1 WantCheckpoint false
103 01.-1 JOB_GLIDEIN_SiteWMS "$$(GLIDEIN_SiteWMS:Unknown)"
103 01.-1 accounting_group production
103 01.-1 JOB_GLIDEIN_Factory "$$(GLIDEIN_Factory:Unknown)"
103 01.-1 Cmd "/home/cmsdataops/macosta/CMSSW-mcgen-testjob.sh"
103 01.-1 JOB_GLIDEIN_Job_Max_Time "$$(GLIDEIN_Job_Max_Time:Unknown)"
103 01.-1 RequestDisk_RAW 1
103 01.-1 LeaveJobInQueue true
101 02.-1 Job Machine
103 02.-1 Environment ""
103 02.-1 JOB_GLIDEIN_ProcId "$$(GLIDEIN_ProcId:Unknown)"
103 02.-1 Arguments ""
103 02.-1 CurrentHosts 0
103 02.-1 JobPrio 9000000
103 02.-1 RootDir "/"
103 02.-1 PeriodicHold false
103 02.-1 TransferInputSizeMB 0
103 02.-1 CondorPlatform "$CondorPlatform: x86_64_CentOS7 $"
103 02.-1 JOB_GLIDEIN_Entry_Name "$$(GLIDEIN_Entry_Name:Unknown)"
103 02.-1 PostJobPrio2  -quantize(QDate,{ 3600 })
103 02.-1 WantRemoteSyscalls false
103 02.-1 CommittedSlotTime 0
103 02.-1 TotalSuspensions 0
